Sort,Latitude,Longitude,Sample Sites,Year,,High_Low,DateNote,Slope,WShedArea,DistanceUS,DATE,TIME,D'/W',Depth(ft),Width(ft),XC_Area,W/D,TEMP.,pH,COND.,DO,VEL.,TURB.,TSS,NH3,Hardness,Ca,Mg,Alk,CI,FI,S,Nate,Nite,OP,TP,As,Ba,Cr,Cd,Cu,Fe,Pb,Mn,Hg,Ni,Se,Ag,Na,Zn,E_Coli,Total_Coli,Fecal_Coli,BOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,,,Medicine Root II,1993,,L,,,,,11/18/93,11:25am,"1'/8'6""",1.0,8.5,8.5,8.5,2.5,8.57,700,13.25,,12.75,,,,,,274,7,0.35,26,0,0,0.04,0.074,0,0.12,0.0006,0.014,0,0.48,0,0.03,0,0,0,0,73,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,,,Medicine Root II,1994,,H,,,,,6/20/94,10:24am,"10""/10'7""",0.8,10.7,8.916666667,12.84,,,,,2.16,7.96,,,,,,302,14,0.38,34,0,0,0.095,0.146,0,0.15,0.015,,0,5.93,0.009,0.09,0,,,,76,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,,,Medicine Root II,1994,,L,,,,,,,,,,,,,,,,,,,,,,,280,19,0.36,41,0,0,0.047,0.089,0.005,0.16,0.022,,0,0.67,0,0.03,0,,,,75,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,,,Medicine Root II,1995,,H,,,,,5/24/95,3:39pm,"1'7""/8'6""",1.6,8.5,13.45833333,5.368421053,16,8.09,120,,,,,,,,,274,7,0.43,31,0,0,0.09,0.33,0.0052,0.147,0,,0,1.41,0,0.08,0.00056,,,,61,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,,,Medicine Root II,1995,,L,,,,,10/3/95,12:33pm,"11""/9'4""",0.9,9.4,8.616666667,10.25454545,,8.17,717,,0.61,22.1,,,,,,306,10,0.27,36,0,0,0.112,0.145,0,0.17,0,,0,0.76,0,0,0.0004,,,,87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,,,Medicine Root II,1996,,H,,,,,6/18/96,10:00am,"1'9""/8'5""",1.8,8.5,14.875,4.857142857,20.97,9.85,650,9.7,2.1,833,,,,,,280,6,0.4,31,0.2,0.03,0.13,0.23,0.007,0.2,0,,0,2.6,0.003,0.11,0,,,,75,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,,,Medicine Root II,1996,,L,,,,,10/23/96,12:45pm,"8'/12""",1.0,8,8,8,5.26,10.46,645,1.84,2.3,15.7,,,,,,260,5,0.3,31,0,0,0.05,0.05,0.008,0.105,0,,0.01,0.96,0,0.05,0,,,,83,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,43.51328056,102.2265361,Medicine Root III,1993,,H,,,,,6/22/93,,2'/----,,,,,18,8.09,452,,2.71,,,,,,,242,7,0.38,32,0.24,0,0.114,0.735,0.024,0.34,0.0008,0.009,0.018,6.4,0.015,0.41,0,0,0.003,0.0011,69,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,43.51328056,102.2265361,Medicine Root III,1993,,L,,,,,12/2/93,,"1'10""/8'3""",1.8,8.3,15.21666667,4.527272727,0.1,,8.25,,18.29,1.13,,,,,,254,6,0.47,117,2.65,0,0.278,0.62,0.113,0.17,0,0.019,0.017,22.3,0.016,0.28,0,0.015,0,0.0043,70,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,43.51328056,102.2265361,Medicine Root III,1994,,H,,,,,6/21/94,9:40am,"7""/11'",0.6,11,6.416666667,18.85714286,22,8.56,160,0.18,1.39,11.1,,,,,,296,13,0.4,40,0,0,0.086,0.155,0,0.15,0,,0,1.73,0,0.08,0,,,,76,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,43.51328056,102.2265361,Medicine Root III,1994,,L,,,,,,,,,,,,,,,,,,,,,,,268,20,0.37,40,0,0,0.048,0.086,0.008,0.1,0.009,,0,0.14,0,0.05,0,,,,74,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,43.51328056,102.2265361,Medicine Root III,1995,,H,,,,,6/15/95,11:17am,2.5'/16',2.5,16,40,6.4,,,,,,44.3,,,,,,272,11,0.4,48,0.23,0.018,0.18,0.382,0.007,0.166,0,,0.006,4.61,0,0.21,0.0003,,,,61,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,43.51328056,102.2265361,Medicine Root III,1995,,L,,,,,,,,,,,,,,,,,,,,,,,292,10,0.48,36,0,0,0.2,0.222,0.006,0.13,0,,0,4.1,0,0.05,0.0005,,,,87,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,43.51328056,102.2265361,Medicine Root III,1996,,H,,,,,5/22/96,1:55pm,"11""/7'11""",0.9,7.9,7.241666667,8.618181818,18.48,9.93,643,7.9,2.4,36.7,,,,,,277,7,0.3,23,0,0,0.13,0.17,0,0.115,0,,0.009,1.11,0.004,0.06,0,,,,69,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,43.51328056,102.2265361,Medicine Root III,1996,,L,,,,,10/23/96,1:21pm,"1'1""/7'9""",1.1,7.8,8.45,7.2,5.91,10.47,641,1.79,2.2,29.2,,,,,,260,6,0.3,31,0,0,0.05,0.08,0.078,0.14305,0,,0.01,0.56,0,0.03,0,,,,80,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,43.51328056,102.2265361,Medicine Root III,1997,,H,,,,,6/6/97,12:51pm,"5'10""/12'",1.0,5.9,5.9,5.9,19.87,8.07,535,3.34,1.3,264,,,,,,230,1,0.3,41,0.27,0.27,0.44,0.71,0,0.3,0,0,0.03,7.8,0.014,0.39,0.0005,0,,0,63,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,43.51328056,102.2265361,Medicine Root III,1997,,L,,,,,10/6/97,11:33am,2'/12',1.0,2,2,2,12.79,8.79,655,5.51,0.7,37.9,,,,,,300,10,0.4,41,0,0,0.13,0.2,0.01,0.17,0,0,0,1.3,0,0.06,0,0,,0,81,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,43.51328056,102.2265361,Medicine Root III,1999,,H,,,,,7/9/99,12:40pm,"1'10""/9'2""",1.8,9.2,16.86666667,5.018181818,20.19,8.09,596,8.97,5.84,76.9,,,,,,278,2,0.5,35,0,0.35,0.3,0.29,0.012,0.24,0,0,0,6.05,0.004,0.26,0,0,0,0,61,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,43.51328056,102.2265361,Medicine Root III,2000,,H,,,,,,,,,,,,,,,,,,,,,,,300,8,0.5,48,0,0.33,0.29,0.33,0.008,0.2,0,0,0,4,0,0.2,0,0,0,0,65,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,43.51328056,102.2265361,Medicine Root III,2000,,L,,,,,,,,,,,,,,,,,,,,,,,296,10,0.5,48,0.29,0,0.07,0.07,0.008,0,0,0,0,0.47,0,0.02,0,0,0,0,78,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,43.51328056,102.2265361,Medicine Root III,2004,,H,,,,,,,,,,,,,,,,,,,,,,,300,8.6,0.52,32,0,0,0.06,0.09,0.007,0.14,0,0,0,1.2,0.002,0.07,0,0,0,0,81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,43.33409722,102.0505056,No Flesh Creek I,1993,,H,,,,,6/10/93,11:30am,1'/---,1.0,,,,20,8.54,399,,1.09,,,,,,,230,3,0.44,13,0,0,0.082,0.09,0.005,0.162,0,0,0,0.73,0,0.06,0,0,0,0,41,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,43.33409722,102.0505056,No Flesh Creek I,1993,,L,,,,,11/18/93,,"8""/5'",0.7,5,3.333333333,7.5,2.2,8.5,261,12.46,1.3,3.86,,,,,,224,5,0.39,14,0,0,0.034,0.046,0,0.13,0,0.017,0,0.15,0,0.04,0,0,0,0,46,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,43.33409722,102.0505056,No Flesh Creek I,1994,,H,,,,,6/23/94,11:30am,"1'1""/5'",1.1,5,5.416666667,4.615384615,21.6,8.28,152,8.73,0.76,3.58,,,,,,420,14,0.43,19,0,0,0.08,0.101,0,0.18,0,,0,1.12,0.005,0.07,0,,,,46,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,43.33409722,102.0505056,No Flesh Creek I,1994,,L,,,,,,,,,,,,,,,,,,,,,,,230,16,0.45,23,0,0,0.08,0.11,0,0.17,0.009,,0,0.95,0,0.06,0.0003,,,,42,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,43.33409722,102.0505056,No Flesh Creek I,1995,,H,,,,,5/24/95,2:25pm,"9""/10'",0.8,10,7.5,13.33333333,12,7.98,350,,,,,,,,,231,5,0.47,19,0,0,0.076,0.26,0.0065,0.129,0,,0,0.57,0,0.07,0.0002,,,,40,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,43.33409722,102.0505056,No Flesh Creek I,1995,,L,,,,,10/18/95,1:27pm,1.3'/5',1.3,5,6.25,4,9.38,8.35,491,8.39,0.26,8.27,,,,,,226,6,0.39,17,0,0,0.052,0.063,0.006,0.13,0,,0.011,0.25,0,0,0.0004,,,,38,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,43.33409722,102.0505056,No Flesh Creek I,1996,,H,,,,,5/14/96,11:46am,1'/7',1.0,7,7,7,16.89,9.6,518,7.7,1.3,9.28,,,,,,230,3,0.4,15,0,0,0.07,0.08,0,0.142,0,,0,0.92,0.002,0.06,0,,,,7,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,43.33409722,102.0505056,No Flesh Creek I,1996,,L,,,,,10/11/96,1:10pm,"1'4""/11'6""",1.3,11.5,15.33333333,8.625,12.42,10.2,494,1.28,1.4,7.7,,,,,,210,4,0.4,14,0,0,0.13,0.09,0,0.111,0,,0,0.23,0,0,0.0002,,,,39,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,43.33409722,102.0505056,No Flesh Creek I,1998,,H,,,,,,,,,,,,,,,,,,,,,,,229,6,0.42,17,0,0,0,0,0.007,0.1,0,0,0,0.17,0,0.05,0,0,,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,43.33409722,102.0505056,No Flesh Creek I,1999,,H,,,,,7/9/99,10:25am,"1'2""/7'2""",1.2,7.3,8.516666667,6.257142857,18.52,7.81,433,8.35,1.52,10.7,,,,,,230,2,0.6,14,0,0.09,0.23,0.37,0.009,0.16,0,0,0,0.76,0,0.08,0,0,0,0,38,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,43.33409722,102.0505056,No Flesh Creek I,2000,,L,,,,,,,,,,,,,,,,,,,,,,,246,5,0.4,16,0,0.12,0.12,0.12,0.006,0,0,0,0,0.18,0,0.09,0,0,0,0,43,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,43.33409722,102.0505056,No Flesh Creek I,2004,,H,,,,,,,,,,,,,,,,,,,,,,,220,2.6,0.67,13,0,0,0.04,0.06,0.006,0.15,0,0,0,0.43,0,0.1,0,0,0,0,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,43.35099722,101.3930389,Pass Creek I,1993,,H,,,,,6/15/93,8:50am,"1""/6'8""",1.0,6.8,6.8,6.8,20,8.49,416,11.23,0.84,14.15,,,,,,231,3,0.6,12,0.22,0,0.212,0.215,0,0.192,0,0.016,0,0.56,0,0.06,0.0026,0.006,0,0,41,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,43.35099722,101.3930389,Pass Creek I,1993,,L,,,,,12/1/93,,"6""/6'",0.5,6,3,12,0.7,7.68,107,1.82,1.23,8.39,,,,,,210,3,0.47,15,0,0,0.075,0.085,0,0.16,0,0.007,0,0.19,0,0.03,0,0,0.003,0,29,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,43.35099722,101.3930389,Pass Creek I,1994,,H,,,,,5/26/94,9:15am,"1'6""/6'",1.5,6,9,4,14.6,8.47,122,8.31,14,1.58,,,,,,236,13,0.54,18,0.2,0,0.235,0.236,0,0.2,0.008,,0,6.8,0,0.12,0,,,,38,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,43.35099722,101.3930389,Pass Creek I,1994,,L,,,,,,,,,,,,,,,,,,,,,,,206,14,0.52,18,0,0,0.194,0.22,0.007,0.19,0.008,,0,0.09,0,0.04,0.0003,,,,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,43.35099722,101.3930389,Pass Creek I,1995,,H,,,,,6/10/95,,1.1'/5',1.1,5,5.416666667,4.615384615,23.62,,48.4,10.2,0.37,17.3,,,,,,256,4,0.64,50,0.1,0,0.215,0.293,0.011,0.12,0,,0,1.11,0,0.08,0.0004,,,,54,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,43.35099722,101.3930389,Pass Creek I,1995,,L,,,,,10/30/95,11:05am,12'/5.9',1.0,5.9,5.9,5.9,4.29,8.19,592,7.56,0.512,1.4,,,,,,228,6,0.49,23,0.19,0,0.075,0.087,0,0.15,0,,0,0.13,0,0,0,,,,38,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,43.35099722,101.3930389,Pass Creek I,1996,,H,,,,,6/19/96,11:37am,"1'8""/7'2""",1.7,7.3,12.16666667,4.38,17.87,8.65,539,9.1,1.3,28.1,,,,,,240,3,0.5,18,0.3,0,0.25,0.27,0.009,0.204,0,,0,0.92,0.002,0.06,0,,,,7,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,43.35099722,101.3930389,Pass Creek I,1996,,L,,,,,10/10/96,2:11pm,"11""/10'",0.9,10,9.166666667,10.90909091,11.2,10.21,505,13,1.4,5.4,,,,,,220,4,0.5,17,0,0,0.1,0.11,0.008,0.227,0,,0.006,0.22,0,0.04,0.0004,,,,34,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,43.35099722,101.3930389,Pass Creek I,1997,,H,,,,,6/17/97,11:31am,"1'7""/7'6""",1.6,7.5,11.875,4.736842105,19.31,8.04,496,2.94,1.2,24.7,,,,,,226,0,0.48,40,0.33,0.33,0.25,0.28,0.01,0.2,0,0,0,0.85,0,0.11,0.0002,0,,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,43.35099722,101.3930389,Pass Creek I,1997,,L,,,,,10/9/97,3:42pm,"8""/8'",0.7,8,5.333333333,12,12.69,8.55,480,3.88,0.8,13.5,,,,,,216,8,0.47,17,0.15,0.15,0.16,0.19,0.007,0.18,0,0,0.01,0.32,0.002,0.03,0.0002,0,,0,36,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,43.35099722,101.3930389,Pass Creek I,2000,,L,,,,,,,,,,,,,,,,,,,,,,,218,4,0.6,22,0,0.52,0.11,0.14,0,0.1,0,0,0,0.59,0.002,0.06,0,0,0,0,30,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,43.55146667,101.4113139,Pass Creek II,1993,,H,e,,,,6/14/93,,,,,,,,,,,,,,,,,,273,9,0.38,20,0,0,0.36,0.434,0,0.097,0,0,0,1.48,0,0.06,0.0034,0,0,0,77,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,43.55146667,101.4113139,Pass Creek II,1993,,L,,,,,,,,,,,,,,,,,,,,,,,324,7,0.37,37,0.18,0,0.146,0.18,0.006,0.15,0,0.006,0,3.24,0,0.06,0,0,0,0,104,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,43.55146667,101.4113139,Pass Creek II,1994,,H,,,,,,,,,,,,,,,,,,,,,,,364,15,0.43,32,0,0,0.37,0.389,0.015,0.14,0,,0,1.9,0,0.11,0,,,,100,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,43.55146667,101.4113139,Pass Creek II,1994,,L,,,,,,,,,,,,,,,,,,,,,,,232,18,0.38,108,0,0,0.059,0.137,0.006,0,0.01,,0,0.21,0,0.07,0.004,,,,133,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,43.55146667,101.4113139,Pass Creek II,1995,,H,,,,,6/13/95,1:57pm,2'/16',2.0,16,32,8,,,,,,6.1,,,,,,286,9,0.43,40,0,0,0.318,0.318,0.009,0.121,0,,0,2.17,0,0.08,0.0007,,,,79,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,43.55146667,101.4113139,Pass Creek II,1995,,L,,,,,10/30/95,1:50pm,1.2'/33',1.2,33,38.5,28.28571429,4.46,8.51,706,8.27,0.29,1.23,,,,,,307,12,0.31,31,0,0,0.175,0.185,0.005,0.12,0,,0,0.71,0,0,0,,,,97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,43.55146667,101.4113139,Pass Creek II,1996,,H,,,,,6/19/96,12:45pm,"1""/34'",1.0,34,34,34,21.27,9.98,706,11.4,3.5,63.8,,,,,,320,7,0.4,23,0.2,0,0.29,0.32,0.009,0.175,0,,0.009,1.9,0.002,0.1,0.0002,,,,101,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,43.55146667,101.4113139,Pass Creek II,1996,,L,,,,,10/24/96,1:35pm,"11""/34'7""",0.9,34.7,31.80833333,37.85454545,6.7,10.5,670,1.82,1.7,17,,,,,,290,6,0.3,20,0,0,0.1,0.09,0.007,0.161,0,,0.006,0.85,0,0.04,0.0003,,,,92,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,43.55146667,101.4113139,Pass Creek II,2000,,L,,,,,,,,,,,,,,,,,,,,,,,276,13,0.4,18,0,0.23,0.15,0.17,0.008,0,0,0,0,0.87,0,0.03,0,0,0.005,0,90,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,43.74068333,101.4692472,Pass Creek III,1993,,H,,,,,6/14/93,,"8""/15'10""",0.7,15.9,10.6,23.85,23,8.55,520,8.36,0.87,,,,,,,238,8,0.38,41,0,0,0.235,0.277,0.066,0.207,0.0007,0.035,0.032,27.8,0.017,0.35,0.0021,0.026,0.002,0.0005,93,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,43.74068333,101.4692472,Pass Creek III,1993,,L,,,,,12/8/93,10:15am,"1'2""/12'",1.2,12,14,10.28571429,0,8.35,361,13.3,0.35,144.4,,,,,,326,11,0.36,41,0.2,0,0.17,0.616,0,0.06,0,0.01,0.006,7.4,0.005,0.09,0,0,0,0.0032,94,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,43.74068333,101.4692472,Pass Creek III,1994,,H,,,,,,,,,,,,,,,,,,,,,,,320,20,0.46,64,0,0,0.241,0.476,0.064,0.15,0.016,,0.01,12.2,0,0.24,0,,,,114,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,43.74068333,101.4692472,Pass Creek III,1994,,L,,,,,,,,,,,,,,,,,,,,,,,259,18,0.38,14,0,0,0.152,0.17,0.01,0.05,0.007,,0,0.23,0,0.07,0.003,,,,91,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,43.74068333,101.4692472,Pass Creek III,1995,,H,,,,,6/13/95,3:15pm,1'/21',1.0,21,21,21,23.1,8.44,92,1.21,1.69,55,,,,,,286,8,0.42,10,0.21,0,0.18,0.64,0.064,0.435,0.019,,0.02,17.08,0.01,0.37,0.0017,,,,99,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,43.74068333,101.4692472,Pass Creek III,1995,,L,,,,,,,,,,,,,,,,,,,,,,,320,11,0.25,73,0.13,0,0.11,0.12,0,0,0,,0.008,1.78,0,0,0,,,,11,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,43.74068333,101.4692472,Pass Creek III,1996,,H,,,,,,,,,,,,,,,,,,,,,,,340,12,0.5,190,0,0,0.15,0.21,0.01,0.118,0,,0.01,2.5,0.002,0.13,0,,,,142,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,43.74068333,101.4692472,Pass Creek III,1996,,L,,,,,10/24/96,2:45pm,"11""/14'",0.9,14,12.83333333,15.27272727,,,,,2.9,38.2,,,,,,310,10,0.3,89,0,0,0.1,0.1,0.007,0.087,0,,0.01,2.1,0,0.08,0.0002,,,,120,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,43.74068333,101.4692472,Pass Creek III,1997,,H,,,,,6/27/97,2:00pm,"1'7""/25'3""",1.6,25.3,40.05833333,15.97894737,24.73,8.41,930,3.45,2.31,88.4,,,,,,338,12,0.4,124,0.36,0.36,0.28,0.28,0.012,0.1,0,0,0,2.6,0.004,0.15,0.0008,0,,0,140,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,43.74068333,101.4692472,Pass Creek III,1997,,L,,,,,10/9/97,1:05pm,"9""/15'6""",0.8,15.5,11.625,20.66666667,12.15,9.37,135,7.12,1.7,20.7,,,,,,324,14,0.36,204,0.05,0.05,0.07,0.08,0.016,0.06,0,0,0.01,0.29,0.003,0.06,0,0,,0,160,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,43.74068333,101.4692472,Pass Creek III,1998,,H,,,,,,,,,,,,,,,,,,,,,,,340,22,0.43,106,0,0,0.1,0.15,0.008,0,0,0,0,1.8,0.003,0.08,0,0,,0,110,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,43.74068333,101.4692472,Pass Creek III,1999,,H,,,,,8/16/99,2:46pm,,,,,,26.56,8.27,836,11.48,6.14,117.4,,,,,,276,10,0.4,152,0.06,0.1,0.25,0.4,0.01,0.1,0,0,0,8.26,0.007,0.25,0,0,0,0,131,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,43.74068333,101.4692472,Pass Creek III,2000,,L,,,,,,,,,,,,,,,,,,,,,,,214,8,0.3,68,0.05,0.82,0.93,0.96,0.006,0.2,0.03,0,0.03,40.2,0.028,0.48,0,0.03,0,0,86,0.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,42.232525,102.3023972,Porcupine Creek I,1993,,H,,,,,6/10/93,8:00am,1.5'/---,1.5,,,,15,8.21,310,1.31,0.4,,,,,,,219,4,0.36,26,0.2,0.012,0.09,0.125,0,0.166,,0.018,0,0.24,0,0.05,0,0,0,0,32,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,42.232525,102.3023972,Porcupine Creek I,1993,,L,,,,,11/18/93,,"1'2""/15'",1.2,15,17.5,12.85714286,3.6,8.31,274,12.47,0.44,6.64,,,,,,210,4,0.32,25,0.49,0,0.026,0.045,0,0.1,0.006,0.012,0,0.13,0,0.05,0,0,0,0,40,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,42.232525,102.3023972,Porcupine Creek I,1994,,H,e,,,,6/21/94,,,,,,,,,,,,,,,,,,224,16,0.32,36,0.27,0,0.005,0.125,0,0.14,0.012,,0,0.44,0.01,0.08,0,,,,35,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,42.232525,102.3023972,Porcupine Creek I,1994,,L,,,,,,,,,,,,,,,,,,,,,,,204,13,0.32,28,0.25,0,0.046,0.076,0,0.13,0.015,,0,0.14,0.012,0,0.0003,,,,32,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,42.232525,102.3023972,Porcupine Creek I,1995,,H,,,,,5/4/95,12:30pm,1.7'/10.5',1.6,10.5,16.625,6.631578947,13,9.02,51.9,10.13,1.46,38.3,,,,,,224,7,0.31,30,0,0,0.019,0.038,0,0.152,0,,0,0,0,0,0.0004,,,,39,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,42.232525,102.3023972,Porcupine Creek I,1995,,L,,,,,10/3/95,9:38am,"1'8""/16'2""",1.7,16.2,27,9.72,7.4,7.07,518,6.46,0.48,3.63,,,,,,210,9,0.26,27,0,0,0.07,0.07,0,0.13,0,,0,0.07,0,0,0.0004,,,,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
